#track type=interact name="interact Example One" description="An interact file" interactDirectional=true maxHeightPixels=200:100:50 visibility=full
#chrom       chromStart       chromEnd       name       score       value       exp       color       SourceChrom       SourceStart       SourcrEnd       SourceName       SourceStrand       targetChrom       targetStart       targetEnd       targetName       targetStrand
chr10       29332377       29352440       .       7       7       .       0       chr10       29332377       29333215       .       .       chr10       29351467       29352440       .       .
chr10       31390924       33002363       .       7       7       .       0       chr10       31390924       31391474       .       .       chr10       33001863       33002363       .       .
chr10       33982116       34282327       .       8       8       .       0       chr10       33982116       33982616       .       .       chr10       34281766       34282327       .       .
chr10       34207567       34282716       .       7       7       .       0       chr10       34207567       34208681       .       .       chr10       34281880       34282716       .       .
chr10       34670848       35143687       .       7       7       .       0       chr10       34670848       34671405       .       .       chr10       35143187       35143687       .       .
chr10       34781252       38249148       .       8       8       .       0       chr10       34781252       34781752       .       .       chr10       38248202       38249148       .       .
chr10       35215161       38732562       .       7       7       .       0       chr10       35215161       35215661       .       .       chr10       38731968       38732562       .       .
chr10       39273039       39297923       .       7       7       .       0       chr10       39273039       39273599       .       .       chr10       39297423       39297923       .       .
chr10       40007330       40027214       .       9       9       .       0       chr10       40007330       40008098       .       .       chr10       40026714       40027214       .       .
chr10       40063612       40075297       .       7       7       .       0       chr10       40063612       40065268       .       .       chr10       40073719       40075297       .       .
chr10       40064611       40077819       .       7       7       .       0       chr10       40064611       40065805       .       .       chr10       40076226       40077819       .       .
chr10       40066640       40078614       .       19       19       .       0       chr10       40066640       40069823       .       .       chr10       40076702       40078614       .       .
chr10       40076776       40096404       .       13       13       .       0       chr10       40076776       40078614       .       .       chr10       40094045       40096404       .       .
chr10       40152190       40162330       .       8       8       .       0       chr10       40152190       40153535       .       .       chr10       40160374       40162330       .       .
chr10       40498383       40520855       .       8       8       .       0       chr10       40498383       40500237       .       .       chr10       40519574       40520855       .       .
chr10       40498886       40512944       .       13       13       .       0       chr10       40498886       40501717       .       .       chr10       40510716       40512944       .       .
chr10       40499384       40515477       .       16       16       .       0       chr10       40499384       40500865       .       .       chr10       40512946       40515477       .       .
chr10       41315651       43094365       .       7       7       .       0       chr10       41315651       41316165       .       .       chr10       43093770       43094365       .       .
chr10       41550300       41951126       .       8       8       .       0       chr10       41550300       41550800       .       .       chr10       41950577       41951126       .       .
chr10       42463022       75329488       .       7       7       .       0       chr10       42463022       42463704       .       .       chr10       75328988       75329488       .       .
chr10       42477489       42503475       .       11       11       .       0       chr10       42477489       42479623       .       .       chr10       42501365       42503475       .       .
chr10       42714147       42724879       .       8       8       .       0       chr10       42714147       42715906       .       .       chr10       42723515       42724879       .       .
chr10       43508406       43540139       .       7       7       .       0       chr10       43508406       43509216       .       .       chr10       43538911       43540139       .       .
chr10       43518085       43540735       .       8       8       .       0       chr10       43518085       43520185       .       .       chr10       43538671       43540735       .       .
chr10       47640626       47652181       .       9       9       .       0       chr10       47640626       47641806       .       .       chr10       47650280       47652181       .       .
chr10       50748669       52634724       .       7       7       .       0       chr10       50748669       50749169       .       .       chr10       52633972       52634724       .       .
chr10       51454070       51530178       .       13       13       .       0       chr10       51454070       51455590       .       .       chr10       51526398       51530178       .       .
chr10       51802794       52819058       .       7       7       .       0       chr10       51802794       51803294       .       .       chr10       52818245       52819058       .       .
chr10       52358932       52383658       .       45       45       .       0       chr10       52358932       52363334       .       .       chr10       52379829       52383658       .       .
chr10       52359922       52375320       .       15       15       .       0       chr10       52359922       52362631       .       .       chr10       52374214       52375320       .       .
chr10       53381546       53398592       .       35       35       .       0       chr10       53381546       53385389       .       .       chr10       53394206       53398592       .       .
chr10       53381854       53423909       .       9       9       .       0       chr10       53381854       53383449       .       .       chr10       53422611       53423909       .       .
chr10       53382392       53409172       .       34       34       .       0       chr10       53382392       53385686       .       .       chr10       53405681       53409172       .       .
chr10       53394318       53423447       .       9       9       .       0       chr10       53394318       53395666       .       .       chr10       53421566       53423447       .       .
chr10       53396487       53423909       .       12       12       .       0       chr10       53396487       53398534       .       .       chr10       53422644       53423909       .       .
chr10       53405680       53424622       .       62       62       .       0       chr10       53405680       53409193       .       .       chr10       53418980       53424622       .       .
chr10       53406778       53435880       .       7       7       .       0       chr10       53406778       53407853       .       .       chr10       53434928       53435880       .       .
chr10       54022484       54065172       .       7       7       .       0       chr10       54022484       54023057       .       .       chr10       54064672       54065172       .       .
chr10       57484624       57500700       .       7       7       .       0       chr10       57484624       57485856       .       .       chr10       57499376       57500700       .       .
chr10       57486411       57500700       .       31       31       .       0       chr10       57486411       57489760       .       .       chr10       57497868       57500700       .       .
chr10       57487099       57497799       .       17       17       .       0       chr10       57487099       57489428       .       .       chr10       57495484       57497799       .       .
chr10       57498956       57510301       .       8       8       .       0       chr10       57498956       57500452       .       .       chr10       57509149       57510301       .       .
chr10       57533560       99410186       .       8       8       .       0       chr10       57533560       57534105       .       .       chr10       99409686       99410186       .       .
chr10       59322904       59336531       .       12       12       .       0       chr10       59322904       59325298       .       .       chr10       59333216       59336531       .       .
chr10       59390007       59409478       .       8       8       .       0       chr10       59390007       59390507       .       .       chr10       59408785       59409478       .       .
chr10       59448802       63341468       .       7       7       .       0       chr10       59448802       59449353       .       .       chr10       63340968       63341468       .       .
chr10       59898736       59917495       .       11       11       .       0       chr10       59898736       59900805       .       .       chr10       59914677       59917495       .       .
chr10       61622497       61648624       .       7       7       .       0       chr10       61622497       61623907       .       .       chr10       61646990       61648624       .       .
chr10       63038413       63062219       .       24       24       .       0       chr10       63038413       63042178       .       .       chr10       63058762       63062219       .       .
chr10       63048834       63061176       .       8       8       .       0       chr10       63048834       63050714       .       .       chr10       63059816       63061176       .       .
chr10       63475741       64405210       .       7       7       .       0       chr10       63475741       63476241       .       .       chr10       64404413       64405210       .       .
chr10       66909678       66921431       .       11       11       .       0       chr10       66909678       66911427       .       .       chr10       66920120       66921431       .       .
chr10       66921761       67005143       .       7       7       .       0       chr10       66921761       66923318       .       .       chr10       67004140       67005143       .       .
chr10       67003406       67020553       .       10       10       .       0       chr10       67003406       67004643       .       .       chr10       67019553       67020553       .       .
chr10       67107182       69249732       .       7       7       .       0       chr10       67107182       67107682       .       .       chr10       69249184       69249732       .       .
chr10       67185544       67207689       .       15       15       .       0       chr10       67185544       67187979       .       .       chr10       67203837       67207689       .       .
chr10       68125453       68137675       .       8       8       .       0       chr10       68125453       68127283       .       .       chr10       68135491       68137675       .       .
chr10       68127363       68137329       .       11       11       .       0       chr10       68127363       68128661       .       .       chr10       68135838       68137329       .       .
chr10       68135418       68277028       .       7       7       .       0       chr10       68135418       68136724       .       .       chr10       68275793       68277028       .       .
chr10       68141333       68248034       .       7       7       .       0       chr10       68141333       68141837       .       .       chr10       68247477       68248034       .       .
chr10       68210683       68249594       .       7       7       .       0       chr10       68210683       68212640       .       .       chr10       68247553       68249594       .       .
chr10       68211139       68222331       .       12       12       .       0       chr10       68211139       68212620       .       .       chr10       68220771       68222331       .       .
chr10       68211352       68278240       .       10       10       .       0       chr10       68211352       68213128       .       .       chr10       68276029       68278240       .       .
chr10       68247365       68278538       .       17       17       .       0       chr10       68247365       68249751       .       .       chr10       68275197       68278538       .       .
chr10       68353606       68446886       .       7       7       .       0       chr10       68353606       68354640       .       .       chr10       68446239       68446886       .       .
chr10       69220321       69254607       .       10       10       .       0       chr10       69220321       69222520       .       .       chr10       69252467       69254607       .       .
chr10       69928081       69942236       .       22       22       .       0       chr10       69928081       69930589       .       .       chr10       69938942       69942236       .       .
chr10       70131419       93096107       .       7       7       .       0       chr10       70131419       70131919       .       .       chr10       93095511       93096107       .       .
chr10       71180707       71226795       .       7       7       .       0       chr10       71180707       71182479       .       .       chr10       71225375       71226795       .       .
chr10       71328418       71342122       .       10       10       .       0       chr10       71328418       71329952       .       .       chr10       71339335       71342122       .       .
chr10       75058779       75129146       .       9       9       .       0       chr10       75058779       75060209       .       .       chr10       75127994       75129146       .       .
chr10       75407189       75429832       .       14       14       .       0       chr10       75407189       75408907       .       .       chr10       75428512       75429832       .       .
chr10       75412202       75429804       .       9       9       .       0       chr10       75412202       75413965       .       .       chr10       75427479       75429804       .       .
chr10       75500460       75517277       .       25       25       .       0       chr10       75500460       75503237       .       .       chr10       75514224       75517277       .       .
chr10       75500860       75512565       .       8       8       .       0       chr10       75500860       75501545       .       .       chr10       75511962       75512565       .       .
chr10       75503095       75513064       .       7       7       .       0       chr10       75503095       75503917       .       .       chr10       75511777       75513064       .       .
chr10       76555050       76570681       .       7       7       .       0       chr10       76555050       76556247       .       .       chr10       76569253       76570681       .       .
chr10       78278374       78351594       .       8       8       .       0       chr10       78278374       78279032       .       .       chr10       78350584       78351594       .       .
chr10       78425759       78457653       .       8       8       .       0       chr10       78425759       78427425       .       .       chr10       78456654       78457653       .       .
chr10       79958532       79985666       .       10       10       .       0       chr10       79958532       79960361       .       .       chr10       79983993       79985666       .       .
chr10       80118177       80131154       .       8       8       .       0       chr10       80118177       80119549       .       .       chr10       80129095       80131154       .       .
chr10       80621693       80678808       .       11       11       .       0       chr10       80621693       80624025       .       .       chr10       80677098       80678808       .       .
chr10       80885726       80955614       .       8       8       .       0       chr10       80885726       80886226       .       .       chr10       80955000       80955614       .       .
chr10       81558866       81571765       .       7       7       .       0       chr10       81558866       81560339       .       .       chr10       81570500       81571765       .       .
chr10       82763953       82860579       .       9       9       .       0       chr10       82763953       82764836       .       .       chr10       82859634       82860579       .       .
chr10       82850358       83201798       .       8       8       .       0       chr10       82850358       82850858       .       .       chr10       83200872       83201798       .       .
chr10       82858695       82877537       .       7       7       .       0       chr10       82858695       82860388       .       .       chr10       82875812       82877537       .       .
chr10       83310639       83331034       .       7       7       .       0       chr10       83310639       83311139       .       .       chr10       83330208       83331034       .       .
chr10       86706897       86825751       .       7       7       .       0       chr10       86706897       86707500       .       .       chr10       86825251       86825751       .       .
chr10       86707353       86735974       .       8       8       .       0       chr10       86707353       86707938       .       .       chr10       86735474       86735974       .       .
chr10       86784274       86846167       .       7       7       .       0       chr10       86784274       86784774       .       .       chr10       86845333       86846167       .       .
chr10       86879721       86893165       .       7       7       .       0       chr10       86879721       86880764       .       .       chr10       86892121       86893165       .       .
chr10       87523449       87534616       .       7       7       .       0       chr10       87523449       87525321       .       .       chr10       87532308       87534616       .       .
chr10       87894087       87906111       .       9       9       .       0       chr10       87894087       87897044       .       .       chr10       87904556       87906111       .       .
chr10       88504275       88515714       .       9       9       .       0       chr10       88504275       88505193       .       .       chr10       88513697       88515714       .       .
chr10       89462488       89473187       .       7       7       .       0       chr10       89462488       89464088       .       .       chr10       89471352       89473187       .       .
chr10       89471661       89483110       .       10       10       .       0       chr10       89471661       89473721       .       .       chr10       89482091       89483110       .       .
chr10       89517257       89630564       .       7       7       .       0       chr10       89517257       89518148       .       .       chr10       89630064       89630564       .       .
chr10       89517755       89560779       .       7       7       .       0       chr10       89517755       89519328       .       .       chr10       89558828       89560779       .       .
chr10       89518895       89532570       .       16       16       .       0       chr10       89518895       89520165       .       .       chr10       89530400       89532570       .       .
chr10       89520866       89532818       .       18       18       .       0       chr10       89520866       89523311       .       .       chr10       89530772       89532818       .       .
chr10       89522822       89631959       .       8       8       .       0       chr10       89522822       89523575       .       .       chr10       89630613       89631959       .       .
chr10       89532992       89550980       .       9       9       .       0       chr10       89532992       89534281       .       .       chr10       89550060       89550980       .       .
chr10       90611712       92230768       .       7       7       .       0       chr10       90611712       90612212       .       .       chr10       92230066       92230768       .       .
chr10       93487328       93516417       .       7       7       .       0       chr10       93487328       93488508       .       .       chr10       93515301       93516417       .       .
chr10       93515012       121706041       .       7       7       .       0       chr10       93515012       93515582       .       .       chr10       121705541       121706041       .       .
chr10       93517810       93538724       .       8       8       .       0       chr10       93517810       93519471       .       .       chr10       93536897       93538724       .       .
chr10       93998596       94010701       .       9       9       .       0       chr10       93998596       94000738       .       .       chr10       94009106       94010701       .       .
chr10       94009631       94071903       .       7       7       .       0       chr10       94009631       94010886       .       .       chr10       94070315       94071903       .       .
chr10       94052592       94070309       .       8       8       .       0       chr10       94052592       94053913       .       .       chr10       94068771       94070309       .       .
chr10       94054933       94072513       .       9       9       .       0       chr10       94054933       94056713       .       .       chr10       94070560       94072513       .       .
chr10       94070446       94081527       .       7       7       .       0       chr10       94070446       94071885       .       .       chr10       94080351       94081527       .       .
chr10       94517879       94546469       .       7       7       .       0       chr10       94517879       94519264       .       .       chr10       94545376       94546469       .       .
chr10       95564338       95853426       .       7       7       .       0       chr10       95564338       95564892       .       .       chr10       95852473       95853426       .       .
chr10       95623001       95645353       .       33       33       .       0       chr10       95623001       95625982       .       .       chr10       95642755       95645353       .       .
chr10       95758320       95779921       .       17       17       .       0       chr10       95758320       95761423       .       .       chr10       95778128       95779921       .       .
chr10       95762748       95779921       .       12       12       .       0       chr10       95762748       95764900       .       .       chr10       95777515       95779921       .       .
chr10       96797016       96925224       .       8       8       .       0       chr10       96797016       96797516       .       .       chr10       96924626       96925224       .       .
chr10       98156543       98687521       .       8       8       .       0       chr10       98156543       98157305       .       .       chr10       98687021       98687521       .       .
chr10       98502116       98878950       .       7       7       .       0       chr10       98502116       98502616       .       .       chr10       98878308       98878950       .       .
chr10       99222776       99234219       .       8       8       .       0       chr10       99222776       99224023       .       .       chr10       99233081       99234219       .       .
chr10       99225202       99365805       .       9       9       .       0       chr10       99225202       99225876       .       .       chr10       99365305       99365805       .       .
chr10       99233184       99258567       .       7       7       .       0       chr10       99233184       99234635       .       .       chr10       99256828       99258567       .       .
chr10       105917018       122597278       .       10       10       .       0       chr10       105917018       105917631       .       .       chr10       122596778       122597278       .       .
chr10       107040337       107325622       .       9       9       .       0       chr10       107040337       107042424       .       .       chr10       107324157       107325622       .       .
chr10       107271797       107316467       .       39       39       .       0       chr10       107271797       107274878       .       .       chr10       107312170       107316467       .       .
chr10       107271912       107312048       .       12       12       .       0       chr10       107271912       107273981       .       .       chr10       107310265       107312048       .       .
chr10       107272518       107290436       .       12       12       .       0       chr10       107272518       107273981       .       .       chr10       107288003       107290436       .       .
chr10       107272657       107325483       .       12       12       .       0       chr10       107272657       107274442       .       .       chr10       107323218       107325483       .       .
chr10       107292774       107314165       .       8       8       .       0       chr10       107292774       107294480       .       .       chr10       107312389       107314165       .       .
chr10       107312222       107326480       .       22       22       .       0       chr10       107312222       107314541       .       .       chr10       107323163       107326480       .       .
chr10       107314587       107327077       .       19       19       .       0       chr10       107314587       107316412       .       .       chr10       107323219       107327077       .       .
chr10       108618789       108710565       .       7       7       .       0       chr10       108618789       108620354       .       .       chr10       108709570       108710565       .       .
chr10       110170832       110197890       .       9       9       .       0       chr10       110170832       110171442       .       .       chr10       110197390       110197890       .       .
chr10       111133605       111202990       .       7       7       .       0       chr10       111133605       111134709       .       .       chr10       111201523       111202990       .       .
chr10       111138737       111150423       .       7       7       .       0       chr10       111138737       111139910       .       .       chr10       111149195       111150423       .       .
chr10       111139337       111162944       .       9       9       .       0       chr10       111139337       111140336       .       .       chr10       111161266       111162944       .       .
chr10       111160107       111201501       .       7       7       .       0       chr10       111160107       111160868       .       .       chr10       111199436       111201501       .       .
chr10       111195887       111207414       .       14       14       .       0       chr10       111195887       111198099       .       .       chr10       111205128       111207414       .       .
chr10       111199642       111225440       .       18       18       .       0       chr10       111199642       111202801       .       .       chr10       111223741       111225440       .       .
chr10       111200088       111227342       .       7       7       .       0       chr10       111200088       111201780       .       .       chr10       111226148       111227342       .       .
chr10       111328038       111365654       .       7       7       .       0       chr10       111328038       111329212       .       .       chr10       111364656       111365654       .       .
chr10       111335527       111365608       .       12       12       .       0       chr10       111335527       111337997       .       .       chr10       111363893       111365608       .       .
chr10       111416787       111472564       .       7       7       .       0       chr10       111416787       111417339       .       .       chr10       111472064       111472564       .       .
chr10       111566756       111580263       .       17       17       .       0       chr10       111566756       111569429       .       .       chr10       111577820       111580263       .       .
chr10       111578747       111596529       .       24       24       .       0       chr10       111578747       111582067       .       .       chr10       111594309       111596529       .       .
chr10       111769438       111807569       .       8       8       .       0       chr10       111769438       111770054       .       .       chr10       111807069       111807569       .       .
chr10       115247635       115282459       .       7       7       .       0       chr10       115247635       115248508       .       .       chr10       115281564       115282459       .       .
chr10       115346459       115361598       .       7       7       .       0       chr10       115346459       115346960       .       .       chr10       115361046       115361598       .       .
chr10       117087991       117185371       .       7       7       .       0       chr10       117087991       117088551       .       .       chr10       117184871       117185371       .       .
chr10       117413140       117436106       .       8       8       .       0       chr10       117413140       117414473       .       .       chr10       117434665       117436106       .       .
chr10       119101930       119161780       .       7       7       .       0       chr10       119101930       119102430       .       .       chr10       119161095       119161780       .       .
chr10       120710968       120721066       .       8       8       .       0       chr10       120710968       120711695       .       .       chr10       120720055       120721066       .       .
chr10       121432959       121485955       .       10       10       .       0       chr10       121432959       121433459       .       .       chr10       121485405       121485955       .       .
chr10       121438723       121469688       .       7       7       .       0       chr10       121438723       121439238       .       .       chr10       121468830       121469688       .       .
chr10       121486345       121502744       .       58       58       .       0       chr10       121486345       121490287       .       .       chr10       121497091       121502744       .       .
chr10       122088734       122537916       .       8       8       .       0       chr10       122088734       122089234       .       .       chr10       122537361       122537916       .       .
chr10       124465904       126963823       .       7       7       .       0       chr10       124465904       124466404       .       .       chr10       126963197       126963823       .       .
chr10       125938121       126439963       .       7       7       .       0       chr10       125938121       125938675       .       .       chr10       126439461       126439963       .       .
chr10       125968487       125983943       .       14       14       .       0       chr10       125968487       125970685       .       .       chr10       125981038       125983943       .       .
chr10       125968986       125980136       .       10       10       .       0       chr10       125968986       125970847       .       .       chr10       125977932       125980136       .       .
chr10       125980297       125990203       .       7       7       .       0       chr10       125980297       125981399       .       .       chr10       125989076       125990203       .       .
chr10       127145971       127156111       .       8       8       .       0       chr10       127145971       127147172       .       .       chr10       127154645       127156111       .       .
chr10       127354199       127369892       .       7       7       .       0       chr10       127354199       127355233       .       .       chr10       127368495       127369892       .       .
chr10       127355332       127369678       .       19       19       .       0       chr10       127355332       127357371       .       .       chr10       127366617       127369678       .       .
chr10       127512151       127522554       .       8       8       .       0       chr10       127512151       127514330       .       .       chr10       127521031       127522554       .       .
chr10       127599791       127622183       .       7       7       .       0       chr10       127599791       127600735       .       .       chr10       127620170       127622183       .       .
chr10       127609365       127621681       .       8       8       .       0       chr10       127609365       127611196       .       .       chr10       127619822       127621681       .       .
chr10       127641615       127662581       .       10       10       .       0       chr10       127641615       127643388       .       .       chr10       127661374       127662581       .       .
chr10       127642877       127666914       .       7       7       .       0       chr10       127642877       127644555       .       .       chr10       127665500       127666914       .       .
chr10       127887056       127902848       .       19       19       .       0       chr10       127887056       127889633       .       .       chr10       127899544       127902848       .       .
chr10       128253298       128270191       .       11       11       .       0       chr10       128253298       128255950       .       .       chr10       128268505       128270191       .       .
chr10       128303019       128323728       .       11       11       .       0       chr10       128303019       128305321       .       .       chr10       128321465       128323728       .       .
chr10       128335262       128354865       .       7       7       .       0       chr10       128335262       128336067       .       .       chr10       128354190       128354865       .       .
chr10       128743449       128806438       .       8       8       .       0       chr10       128743449       128744767       .       .       chr10       128804861       128806438       .       .
chr11       3145615       3160365       .       8       8       .       0       chr11       3145615       3146648       .       .       chr11       3159001       3160365       .       .
chr11       3150087       3163015       .       17       17       .       0       chr11       3150087       3153392       .       .       chr11       3160617       3163015       .       .
chr11       3156722       3167179       .       10       10       .       0       chr11       3156722       3158245       .       .       chr11       3165258       3167179       .       .
chr11       3156798       3168984       .       9       9       .       0       chr11       3156798       3158171       .       .       chr11       3167829       3168984       .       .
chr11       3162713       3175201       .       7       7       .       0       chr11       3162713       3164089       .       .       chr11       3173757       3175201       .       .
chr11       3164190       3175270       .       7       7       .       0       chr11       3164190       3166112       .       .       chr11       3173890       3175270       .       .
chr11       4521171       4568214       .       8       8       .       0       chr11       4521171       4521671       .       .       chr11       4567671       4568214       .       .
chr11       4599053       51859573       .       7       7       .       0       chr11       4599053       4599938       .       .       chr11       51859073       51859573       .       .
chr11       4881354       6303299       .       7       7       .       0       chr11       4881354       4881854       .       .       chr11       6302726       6303299       .       .
chr11       6247681       6276256       .       7       7       .       0       chr11       6247681       6248251       .       .       chr11       6275756       6276256       .       .
chr11       8544290       43767994       .       8       8       .       0       chr11       8544290       8544805       .       .       chr11       43767429       43767994       .       .
chr11       11808971       11832229       .       10       10       .       0       chr11       11808971       11809736       .       .       chr11       11830665       11832229       .       .
chr11       11819449       11833338       .       12       12       .       0       chr11       11819449       11821140       .       .       chr11       11831173       11833338       .       .
chr11       11819741       11845984       .       8       8       .       0       chr11       11819741       11821237       .       .       chr11       11843917       11845984       .       .
chr11       11821461       11834083       .       9       9       .       0       chr11       11821461       11823681       .       .       chr11       11831729       11834083       .       .
chr11       11831334       11845311       .       22       22       .       0       chr11       11831334       11834303       .       .       chr11       11843548       11845311       .       .
chr11       16703456       16743464       .       9       9       .       0       chr11       16703456       16705211       .       .       chr11       16741551       16743464       .       .
chr11       17033328       68164895       .       8       8       .       0       chr11       17033328       17033841       .       .       chr11       68164348       68164895       .       .
chr11       20453241       20463589       .       7       7       .       0       chr11       20453241       20454597       .       .       chr11       20461888       20463589       .       .
chr11       20460267       20472683       .       14       14       .       0       chr11       20460267       20463078       .       .       chr11       20469768       20472683       .       .
chr11       21058264       21081613       .       7       7       .       0       chr11       21058264       21059024       .       .       chr11       21080589       21081613       .       .
chr11       21081581       22744988       .       8       8       .       0       chr11       21081581       21082129       .       .       chr11       22744488       22744988       .       .
chr11       21401974       21427588       .       9       9       .       0       chr11       21401974       21402742       .       .       chr11       21425842       21427588       .       .
chr11       21402847       21427435       .       10       10       .       0       chr11       21402847       21405132       .       .       chr11       21425698       21427435       .       .
chr11       21548893       21563329       .       14       14       .       0       chr11       21548893       21551774       .       .       chr11       21560522       21563329       .       .
chr11       21549923       21559988       .       8       8       .       0       chr11       21549923       21551196       .       .       chr11       21558336       21559988       .       .
chr11       21558615       21569602       .       7       7       .       0       chr11       21558615       21560406       .       .       chr11       21569086       21569602       .       .
chr11       22221219       22587526       .       7       7       .       0       chr11       22221219       22221722       .       .       chr11       22586954       22587526       .       .
chr11       22225833       22855984       .       8       8       .       0       chr11       22225833       22226495       .       .       chr11       22855449       22855984       .       .
chr11       22369201       22438212       .       7       7       .       0       chr11       22369201       22370966       .       .       chr11       22436623       22438212       .       .
chr11       22387437       22436214       .       7       7       .       0       chr11       22387437       22388679       .       .       chr11       22434727       22436214       .       .
chr11       22436529       22501942       .       10       10       .       0       chr11       22436529       22437783       .       .       chr11       22499658       22501942       .       .
chr11       22825114       54574766       .       8       8       .       0       chr11       22825114       22825784       .       .       chr11       54574266       54574766       .       .
chr11       22845042       22856595       .       7       7       .       0       chr11       22845042       22845874       .       .       chr11       22854824       22856595       .       .
chr11       22892208       22905356       .       8       8       .       0       chr11       22892208       22893715       .       .       chr11       22902946       22905356       .       .
chr11       22989901       23008776       .       8       8       .       0       chr11       22989901       22991723       .       .       chr11       23007352       23008776       .       .
chr11       23664157       23891992       .       7       7       .       0       chr11       23664157       23664657       .       .       chr11       23891219       23891992       .       .
chr11       28684022       28703516       .       9       9       .       0       chr11       28684022       28686019       .       .       chr11       28701740       28703516       .       .
chr11       31825153       31841435       .       8       8       .       0       chr11       31825153       31826411       .       .       chr11       31840476       31841435       .       .
chr11       32537392       32566068       .       7       7       .       0       chr11       32537392       32537931       .       .       chr11       32565568       32566068       .       .
chr11       35948958       35977290       .       11       11       .       0       chr11       35948958       35952222       .       .       chr11       35974767       35977290       .       .
chr11       35949381       35964762       .       10       10       .       0       chr11       35949381       35951784       .       .       chr11       35962207       35964762       .       .
chr11       35949768       35973536       .       10       10       .       0       chr11       35949768       35951848       .       .       chr11       35971111       35973536       .       .
chr11       35962944       35977634       .       40       40       .       0       chr11       35962944       35966178       .       .       chr11       35972713       35977634       .       .
chr11       35963745       35978532       .       8       8       .       0       chr11       35963745       35965108       .       .       chr11       35977669       35978532       .       .
chr11       38680142       43763499       .       7       7       .       0       chr11       38680142       38680642       .       .       chr11       43762889       43763499       .       .
chr11       43316739       43344554       .       7       7       .       0       chr11       43316739       43317239       .       .       chr11       43343986       43344554       .       .
chr11       43889756       43901773       .       27       27       .       0       chr11       43889756       43892965       .       .       chr11       43899352       43901773       .       .
chr11       44061409       44156407       .       8       8       .       0       chr11       44061409       44061909       .       .       chr11       44155643       44156407       .       .
chr11       44327368       45809052       .       7       7       .       0       chr11       44327368       44327868       .       .       chr11       45808508       45809052       .       .
chr11       45174598       45202148       .       13       13       .       0       chr11       45174598       45176424       .       .       chr11       45200517       45202148       .       .
chr11       45178211       45201940       .       8       8       .       0       chr11       45178211       45179470       .       .       chr11       45200326       45201940       .       .
chr11       46071899       108999147       .       7       7       .       0       chr11       46071899       46072589       .       .       chr11       108998647       108999147       .       .
chr11       46581832       46698607       .       7       7       .       0       chr11       46581832       46582930       .       .       chr11       46698049       46698607       .       .
chr11       48841900       48852691       .       8       8       .       0       chr11       48841900       48843445       .       .       chr11       48851430       48852691       .       .
chr11       49077766       70781242       .       8       8       .       0       chr11       49077766       49078266       .       .       chr11       70780532       70781242       .       .
chr11       49190689       49204252       .       12       12       .       0       chr11       49190689       49192643       .       .       chr11       49201581       49204252       .       .
chr11       49201630       49247933       .       16       16       .       0       chr11       49201630       49203717       .       .       chr11       49245348       49247933       .       .
